student_id,first_name,last_name,email,gender,major,university
44476751,Korrie,Natica,korrie.natica@gmail.com,Female,chemistry,La Trobe University
81518117,Steffane,Bebe,steffane.bebe@gmail.com,Male,web development,University of Newcastle
16375245,Nerta,Pearse,nerta.pearse@gmail.com,Male,politics,University of Wollongong
44911052,Willetta,Boehike,willetta.boehike@gmail.com,Male,business law,Charles Sturt University
16918730,Annabela,Stanwood,annabela.stanwood@gmail.com,Female,biochemistry,University of Sydney
56393215,Lelah,Cherianne,lelah.cherianne@gmail.com,Female,business information systems,University of Sydney
44022156,Eugine,Sallyann,eugine.sallyann@gmail.com,Female,game design,University of Technology Sydney
64424148,Nikki,Silvan,nikki.silvan@gmail.com,Male,economics,University of Technology Sydney
68310037,Janis,Jotham,janis.jotham@gmail.com,Male,finance and economics,	University of New England
16206694,Frieda,Camden,frieda.camden@gmail.com,Female,computer networks and security,La Trobe University
22383874,Hallie,Kiersten,hallie.kiersten@gmail.com,Female,computer science,Australian National University
26339576,Randa,Bohlin,randa.bohlin@gmail.com,Male,french studies,La Trobe University
92892947,Annecorinne,McAdams,annecorinne.mcadams@gmail.com,Female,politics,Charles Sturt University
18880879,Janenna,Kesley,janenna.kesley@gmail.com,Male,ecometrics,Macquarie University
67316645,Amii,Niccolo,amii.niccolo@gmail.com,Female,mathematics,University of Wollongong
66323611,Jenda,Bach,jenda.bach@gmail.com,Male,film and screen studies,Charles Sturt University
50502480,Suzette,Suanne,suzette.suanne@gmail.com,Female,french studies,University of Newcastle
3435181,Devina,Engdahl,devina.engdahl@gmail.com,Male,accounting,University of Technology Sydney
62567044,Nita,Estella,nita.estella@gmail.com,Female,politics,Western Sydney University
84423892,Nessie,Koehler,nessie.koehler@gmail.com,Male,data science,University of Wollongong
32713046,Harrietta,Francyne,harrietta.francyne@gmail.com,Female,astrophsics,Charles Sturt University
59030942,Raf,Wattenberg,raf.wattenberg@gmail.com,Female,marketing,Western Sydney University
51540394,Consuela,Salchunas,consuela.salchunas@gmail.com,Female,business analytics and statistics,Western Sydney University
42897054,Valeda,Greenwald,valeda.greenwald@gmail.com,Female,gender studies,	University of New England
43123194,Carolina,Ailyn,carolina.ailyn@gmail.com,Male,computer science,University of Wollongong
19842595,Nyssa,Even,nyssa.even@gmail.com,Male,business analytics and statistics,University of Sydney
17679705,Averyl,Montgomery,averyl.montgomery@gmail.com,Male,behavioural studies,Western Sydney University
43623955,Chastity,Allina,chastity.allina@gmail.com,Female,data science,Macquarie University
78960585,Hayley,Christal,hayley.christal@gmail.com,Female,physics,University of Technology Sydney
87352765,Vevay,Penelopa,vevay.penelopa@gmail.com,Female,physics,University of Wollongong
74351842,Jean,Brady,jean.brady@gmail.com,Male,international studies,	University of New England
70819672,Ardeen,Radu,ardeen.radu@gmail.com,Male,film and screen studies,La Trobe University
93169913,Imojean,Lia,imojean.lia@gmail.com,Female,accounting,	University of New England
52804513,Talya,Hartnett,talya.hartnett@gmail.com,Female,international studies,University of Sydney
98987040,Susan,Casimir,susan.casimir@gmail.com,Female,web development,	University of New England
44762933,Johna,Dorothy,johna.dorothy@gmail.com,Female,music,	University of New England
63503968,Addia,Grimbly,addia.grimbly@gmail.com,Male,data science,Australian National University
77638362,Drucie,Felecia,drucie.felecia@gmail.com,Female,music,Charles Sturt University
57889801,Gusella,Adore,gusella.adore@gmail.com,Male,german studies,University of Sydney
85429025,Kaja,Amand,kaja.amand@gmail.com,Male,gender studies,University of Wollongong
36906586,Vonny,Hanleigh,vonny.hanleigh@gmail.com,Male,behavioural studies,	University of New England
11570089,Sidoney,Faro,sidoney.faro@gmail.com,Male,international studies,Macquarie University
83609999,Frieda,Fleeta,frieda.fleeta@gmail.com,Female,politics,Western Sydney University
63573958,Marline,Salvidor,marline.salvidor@gmail.com,Female,gender studies,La Trobe University
30730723,Gertrud,Gwenore,gertrud.gwenore@gmail.com,Male,business information systems,	University of New England
77874271,Chloris,Franza,chloris.franza@gmail.com,Female,biochemistry,Macquarie University
61530393,Zaria,Velick,zaria.velick@gmail.com,Male,french studies,University of Newcastle
82668362,Clo,Swanhildas,clo.swanhildas@gmail.com,Male,business analytics and statistics,University of Newcastle
64881766,Karena,Lymann,karena.lymann@gmail.com,Male,gender studies,Charles Sturt University
92470089,Bobbi,Mathilde,bobbi.mathilde@gmail.com,Female,bioethics,University of Wollongong
46935232,Karina,Schlosser,karina.schlosser@gmail.com,Female,history,Western Sydney University
22913495,Kaja,Norrie,kaja.norrie@gmail.com,Female,accounting,La Trobe University
92899290,Elka,Allina,elka.allina@gmail.com,Male,film and screen studies,University of Newcastle
79966611,Konstance,Douglass,konstance.douglass@gmail.com,Female,finance and economics,University of Sydney
33459414,Tabbatha,Allys,tabbatha.allys@gmail.com,Female,accounting,Macquarie University
70171936,Ebonee,Bibi,ebonee.bibi@gmail.com,Female,biochemistry,	University of New England
67782309,Susette,Maroney,susette.maroney@gmail.com,Male,marketing,Western Sydney University
94772294,Gaylene,Faust,gaylene.faust@gmail.com,Female,film and screen studies,Charles Sturt University
82731003,Anthia,Ariella,anthia.ariella@gmail.com,Female,business analytics and statistics,Western Sydney University
2164261,Felice,Kimmie,felice.kimmie@gmail.com,Female,economics,University of Technology Sydney
71437311,Maisey,Ahab,maisey.ahab@gmail.com,Female,film and screen studies,Australian National University
89457261,Clary,Dituri,clary.dituri@gmail.com,Male,marketing,Charles Sturt University
6829731,Lusa,Joeann,lusa.joeann@gmail.com,Female,bioethics,Charles Sturt University
83196917,Briney,Liebermann,briney.liebermann@gmail.com,Female,chemistry,Charles Sturt University
46908444,Tiffie,Fillbert,tiffie.fillbert@gmail.com,Male,gender studies,Macquarie University
65645185,Beverley,Janene,beverley.janene@gmail.com,Female,data science,Western Sydney University
23599335,Riannon,Firmin,riannon.firmin@gmail.com,Male,german studies,Western Sydney University
38348877,Isa,Jerold,isa.jerold@gmail.com,Female,film and screen studies,Macquarie University
9994420,Margette,Cristi,margette.cristi@gmail.com,Female,data science,University of Sydney
51600498,Sybille,Land,sybille.land@gmail.com,Male,chemistry,Australian National University
71156586,Aigneis,Zachary,aigneis.zachary@gmail.com,Male,computer networks and security,University of Technology Sydney
52473058,Carree,Kress,carree.kress@gmail.com,Male,ecometrics,La Trobe University
10835666,Mariele,Thomasina,mariele.thomasina@gmail.com,Male,biochemistry,Western Sydney University
14317442,Peri,Pip,peri.pip@gmail.com,Male,philosophy,Macquarie University
79330332,Brietta,Diann,brietta.diann@gmail.com,Male,international studies,Macquarie University
91321962,Kary,Aaberg,kary.aaberg@gmail.com,Male,behavioural studies,Australian National University
57793780,Di,Federica,di.federica@gmail.com,Male,data science,	University of New England
22805426,Anica,Raseda,anica.raseda@gmail.com,Female,accounting,Australian National University
41295131,Deloria,Gualtiero,deloria.gualtiero@gmail.com,Male,bioethics,Macquarie University
89421840,Nannie,Gaynor,nannie.gaynor@gmail.com,Female,finance and economics,Western Sydney University
14218927,Karolina,Vins,karolina.vins@gmail.com,Male,finance,La Trobe University
36837427,Karly,Candy,karly.candy@gmail.com,Male,finance and economics,Charles Sturt University
80630206,Yvonne,Euridice,yvonne.euridice@gmail.com,Male,international studies,Macquarie University
82406989,Brana,Diogenes,brana.diogenes@gmail.com,Female,web development,Australian National University
99617394,Nonnah,Riordan,nonnah.riordan@gmail.com,Male,business information systems,Charles Sturt University
85645485,Flory,Letsou,flory.letsou@gmail.com,Female,bioethics,Western Sydney University
44294181,Elora,Mich,elora.mich@gmail.com,Female,data science,Macquarie University
4676086,Alie,Raychel,alie.raychel@gmail.com,Male,french studies,Western Sydney University
89136121,Di,Francyne,di.francyne@gmail.com,Male,finance,University of Wollongong
84182938,Darci,Means,darci.means@gmail.com,Male,politics,Macquarie University
77804630,Shel,Tjon,shel.tjon@gmail.com,Female,business information systems,Western Sydney University
18635931,Wynne,Louanna,wynne.louanna@gmail.com,Female,accounting,La Trobe University
67770265,Kirstin,Oster,kirstin.oster@gmail.com,Male,marketing,University of Wollongong
84593008,Mellicent,Lay,mellicent.lay@gmail.com,Female,genetics and genomics,Australian National University
14293762,Althea,Emmy,althea.emmy@gmail.com,Male,chemistry,University of Wollongong
55580857,Modestia,Zaslow,modestia.zaslow@gmail.com,Female,bioethics,University of Wollongong
6068506,Diena,Kiyoshi,diena.kiyoshi@gmail.com,Male,accounting,	University of New England
54888953,Jaime,Kinnard,jaime.kinnard@gmail.com,Female,astrophsics,Charles Sturt University
56019400,Ezmeralda,Crudden,ezmeralda.crudden@gmail.com,Female,web development,Australian National University
95139975,Correy,Fairweather,correy.fairweather@gmail.com,Female,finance and economics,University of Wollongong
68644335,Minda,Evvie,minda.evvie@gmail.com,Female,web development,Macquarie University
41851572,Patricia,Grobe,patricia.grobe@gmail.com,Female,computer science,University of Sydney
94085857,Dolli,Zetta,dolli.zetta@gmail.com,Female,business analytics and statistics,University of Technology Sydney
90283446,Robinia,Gamaliel,robinia.gamaliel@gmail.com,Male,finance,	University of New England
57714362,Ellette,Saree,ellette.saree@gmail.com,Male,international studies,University of Sydney
99759287,Addia,Grayce,addia.grayce@gmail.com,Female,physics,Macquarie University
8313967,Winifred,Annabella,winifred.annabella@gmail.com,Male,film and screen studies,University of Newcastle
80004589,Alyssa,Alice,alyssa.alice@gmail.com,Female,finance and economics,University of Technology Sydney
11356742,Aurelie,Colbert,aurelie.colbert@gmail.com,Female,business law,La Trobe University
45065887,Lila,Brieta,lila.brieta@gmail.com,Male,computer networks and security,Charles Sturt University
5282496,Eolanda,Abbot,eolanda.abbot@gmail.com,Female,finance,Charles Sturt University
32202333,Carree,Wolfgram,carree.wolfgram@gmail.com,Female,behavioural studies,University of Newcastle
62945929,Lolita,Hutchison,lolita.hutchison@gmail.com,Male,astrophsics,Macquarie University
29372306,Doro,Fleeta,doro.fleeta@gmail.com,Female,german studies,University of Sydney
51252103,Anica,Fredi,anica.fredi@gmail.com,Male,french studies,	University of New England
21659866,Althea,Cloris,althea.cloris@gmail.com,Male,software development,	University of New England
15935058,Vere,Aurelio,vere.aurelio@gmail.com,Female,finance and economics,Australian National University
89410448,Daryl,Demitria,daryl.demitria@gmail.com,Female,physics,University of Wollongong
14356788,Robbi,Oriana,robbi.oriana@gmail.com,Male,marketing,Macquarie University
29535488,Lauryn,Dex,lauryn.dex@gmail.com,Male,economics,Charles Sturt University
78166008,Claudina,Roumell,claudina.roumell@gmail.com,Female,marketing,Western Sydney University
98247971,Sean,Morrill,sean.morrill@gmail.com,Male,german studies,University of Sydney
16706803,Ardenia,Alexandr,ardenia.alexandr@gmail.com,Male,web development,Macquarie University
75985905,Lulita,Olympium,lulita.olympium@gmail.com,Male,film and screen studies,La Trobe University
43899010,Donetta,Gilbertson,donetta.gilbertson@gmail.com,Female,economics,University of Newcastle
55930412,Vere,Toni,vere.toni@gmail.com,Male,ecometrics,University of Newcastle
88317289,Karly,Suanne,karly.suanne@gmail.com,Male,physics,University of Technology Sydney
65051807,Brandise,Carolin,brandise.carolin@gmail.com,Female,physics,University of Wollongong
50466425,Jorry,Andrel,jorry.andrel@gmail.com,Female,mathematics,Charles Sturt University
22522221,Christy,Fiann,christy.fiann@gmail.com,Female,computer networks and security,University of Sydney
94608704,Melanie,Kellby,melanie.kellby@gmail.com,Male,data science,Macquarie University
51588135,Lory,Adrienne,lory.adrienne@gmail.com,Male,astrophsics,University of Newcastle
50624502,Tiffie,Abbot,tiffie.abbot@gmail.com,Male,business law,	University of New England
31807884,Carolina,Wadell,carolina.wadell@gmail.com,Male,finance,University of Wollongong
20267106,Alejandra,Leary,alejandra.leary@gmail.com,Female,data science,Charles Sturt University
783191,Pearline,Katrine,pearline.katrine@gmail.com,Male,german studies,	University of New England
69375863,Odessa,Dituri,odessa.dituri@gmail.com,Female,music,La Trobe University
35182005,Chandra,Jena,chandra.jena@gmail.com,Female,politics,Macquarie University
16413028,Doro,Dawkins,doro.dawkins@gmail.com,Male,software development,University of Newcastle
28171582,Alejandra,O'Rourke,alejandra.o'rourke@gmail.com,Female,computer networks and security,La Trobe University
33129125,Kimmy,Ahab,kimmy.ahab@gmail.com,Female,biochemistry,University of Technology Sydney
41414100,Marika,Denis,marika.denis@gmail.com,Female,accounting,University of Sydney
61805611,Cindelyn,Sisile,cindelyn.sisile@gmail.com,Female,biochemistry,University of Wollongong
96033038,Karina,Cimbura,karina.cimbura@gmail.com,Male,computer science,University of Newcastle
99501506,Wilma,O'Neill,wilma.o'neill@gmail.com,Male,marketing,	University of New England
43325751,Stevana,Riva,stevana.riva@gmail.com,Male,politics,University of Technology Sydney
64056418,Roslyn,Tufts,roslyn.tufts@gmail.com,Male,german studies,	University of New England
84319174,Kary,Uird,kary.uird@gmail.com,Female,finance and economics,University of Wollongong
17586290,Kassey,Dorine,kassey.dorine@gmail.com,Male,music,University of Newcastle
82072010,Kial,Madaih,kial.madaih@gmail.com,Female,international studies,	University of New England
36010210,Alexine,Ochs,alexine.ochs@gmail.com,Male,bioethics,Western Sydney University
11840417,Shirlee,Neils,shirlee.neils@gmail.com,Female,behavioural studies,Macquarie University
83186219,Dulcinea,Rurik,dulcinea.rurik@gmail.com,Male,physics,University of Sydney
88474693,Mariann,Natica,mariann.natica@gmail.com,Male,biochemistry,La Trobe University
26289483,Trudie,Gunn,trudie.gunn@gmail.com,gender,game design,Charles Sturt University
36518056,Tatiania,Ackerley,tatiania.ackerley@gmail.com,Female,computer networks and security,University of Sydney
43326508,Kelly,Deny,kelly.deny@gmail.com,Female,web development,University of Sydney
30870369,Wendi,Jobi,wendi.jobi@gmail.com,Male,web development,University of Sydney
10940812,Andree,Karna,andree.karna@gmail.com,Female,finance and economics,University of Sydney
64346424,Charlena,Aprile,charlena.aprile@gmail.com,Male,film and screen studies,Australian National University
60456281,Letizia,Tremayne,letizia.tremayne@gmail.com,Female,physics,University of Newcastle
37404168,Danika,Fulmer,danika.fulmer@gmail.com,Male,chemistry,University of Newcastle
2252112,Sonni,Byrne,sonni.byrne@gmail.com,Male,music,	University of New England
17041322,Thalia,McLaughlin,thalia.mclaughlin@gmail.com,Male,economics,Macquarie University
47113227,Meghann,Brotherson,meghann.brotherson@gmail.com,Female,politics,	University of New England
60189720,Gavrielle,Bahr,gavrielle.bahr@gmail.com,Male,data science,Australian National University
13628398,Mireielle,Oneida,mireielle.oneida@gmail.com,Male,french studies,Charles Sturt University
14211856,Beth,Emanuel,beth.emanuel@gmail.com,Male,business law,Western Sydney University
62766790,Cissiee,Howlyn,cissiee.howlyn@gmail.com,Female,french studies,Australian National University
69512442,Dale,Lissi,dale.lissi@gmail.com,Female,bioethics,Macquarie University
99557919,Elora,Doig,elora.doig@gmail.com,Female,gender studies,	University of New England
79168573,Shaylyn,Atcliffe,shaylyn.atcliffe@gmail.com,Female,international studies,University of Wollongong
74868838,Roxane,Tybald,roxane.tybald@gmail.com,Male,mathematics,Macquarie University
76709420,Nonnah,Arvo,nonnah.arvo@gmail.com,Female,business law,	University of New England
96547805,Bobinette,Idelia,bobinette.idelia@gmail.com,Female,marketing,University of Wollongong
54733078,Tarra,Daveta,tarra.daveta@gmail.com,Female,business law,Charles Sturt University
43141202,Rochette,Sancho,rochette.sancho@gmail.com,Female,business law,Western Sydney University
38913953,Correy,Newell,correy.newell@gmail.com,Female,business information systems,University of Wollongong
45692968,Trudie,Bandeen,trudie.bandeen@gmail.com,Female,gender studies,Australian National University
82388367,Cristabel,Phi,cristabel.phi@gmail.com,Female,game design,	University of New England
99112407,Sidoney,Rossner,sidoney.rossner@gmail.com,Female,bioethics,Australian National University
94244497,Lanna,Kellby,lanna.kellby@gmail.com,Female,computer science,University of Wollongong
28860529,Shandie,Delila,shandie.delila@gmail.com,Male,mathematics,	University of New England
83144753,Clary,Gaspard,clary.gaspard@gmail.com,Female,game design,Charles Sturt University
25420255,Leona,Bendick,leona.bendick@gmail.com,Male,finance and economics,University of Newcastle
79706188,Alameda,Casimir,alameda.casimir@gmail.com,Female,philosophy,Macquarie University
55109552,Alejandra,Crudden,alejandra.crudden@gmail.com,Female,chemistry,Charles Sturt University
60695390,Jessy,Kathie,jessy.kathie@gmail.com,Female,computer science,Australian National University
17751070,Nananne,Girardo,nananne.girardo@gmail.com,Male,finance and economics,Australian National University
70613093,Melina,Toffic,melina.toffic@gmail.com,Male,ecometrics,La Trobe University
62287055,Calla,Graig,calla.graig@gmail.com,Female,data science,University of Technology Sydney
78016294,Dari,Belanger,dari.belanger@gmail.com,Female,computer science,Charles Sturt University
76408381,Nickie,Anestassia,nickie.anestassia@gmail.com,Female,french studies,University of Newcastle
51348014,Amii,Franza,amii.franza@gmail.com,Male,mathematics,Charles Sturt University
71054069,Edyth,Pulsifer,edyth.pulsifer@gmail.com,Male,finance and economics,University of Newcastle
35046701,Mireielle,Rodmann,mireielle.rodmann@gmail.com,Male,physics,University of Newcastle
99440062,Dorthy,Callista,dorthy.callista@gmail.com,Male,behavioural studies,University of Technology Sydney
47702816,Beatriz,Anastatius,beatriz.anastatius@gmail.com,Male,astrophsics,University of Wollongong
1617250,Judy,Destinee,judy.destinee@gmail.com,Female,astrophsics,University of Sydney
35485235,Mahalia,Gert,mahalia.gert@gmail.com,Female,business information systems,University of Newcastle
84558102,Joelly,Terrence,joelly.terrence@gmail.com,Male,accounting,University of Sydney
94555557,Max,Billye,max.billye@gmail.com,Male,chemistry,Western Sydney University
78489464,Tressa,Morrill,tressa.morrill@gmail.com,Female,economics,University of Technology Sydney
72063247,Mathilda,Bury,mathilda.bury@gmail.com,Male,genetics and genomics,Charles Sturt University
88071239,Sonni,Braun,sonni.braun@gmail.com,Male,politics,University of Newcastle
94831039,Agathe,Anis,agathe.anis@gmail.com,Male,data science,University of Sydney
65515228,Sashenka,Edvard,sashenka.edvard@gmail.com,Male,business information systems,Western Sydney University
73980655,Allis,Laurianne,allis.laurianne@gmail.com,Male,film and screen studies,Western Sydney University
81402564,Dione,Schroth,dione.schroth@gmail.com,Male,marketing,University of Wollongong
34513360,Rosene,Schalles,rosene.schalles@gmail.com,Female,international studies,University of Newcastle
106987,Adelle,Mauer,adelle.mauer@gmail.com,Female,software development,University of Technology Sydney
28744727,Lindie,Merat,lindie.merat@gmail.com,Male,biochemistry,Charles Sturt University
5839293,Corly,Miru,corly.miru@gmail.com,Male,music,	University of New England
10367173,Sophia,Barbey,sophia.barbey@gmail.com,Male,german studies,Australian National University
58557220,Alexine,Pip,alexine.pip@gmail.com,Male,philosophy,La Trobe University
9058952,Lacie,Alfons,lacie.alfons@gmail.com,Male,ecometrics,University of Sydney
30296843,Heida,Skurnik,heida.skurnik@gmail.com,Female,gender studies,Western Sydney University
33255507,Helena,Linehan,helena.linehan@gmail.com,Male,chemistry,University of Sydney
68666291,Nelle,Tyson,nelle.tyson@gmail.com,Male,politics,University of Newcastle
50749509,Kate,Reneta,kate.reneta@gmail.com,Female,behavioural studies,University of Sydney
59440434,Sybille,Kunin,sybille.kunin@gmail.com,Female,finance and economics,Macquarie University
32577174,Liana,Stover,liana.stover@gmail.com,Male,software development,Charles Sturt University
46982468,Dulcinea,Zitvaa,dulcinea.zitvaa@gmail.com,Male,business information systems,Western Sydney University
3492321,Nananne,Yam,nananne.yam@gmail.com,Female,business law,Charles Sturt University
48098547,Raf,Malanie,raf.malanie@gmail.com,Female,history,University of Sydney
34052790,Fernande,Virgin,fernande.virgin@gmail.com,Male,accounting,La Trobe University
32210616,Augustine,Bultman,augustine.bultman@gmail.com,Male,marketing,	University of New England
55770762,Inga,Tacye,inga.tacye@gmail.com,Female,gender studies,Western Sydney University
1785131,Alameda,Hedve,alameda.hedve@gmail.com,Male,data science,University of Sydney
91221842,Jackie,Adalbert,jackie.adalbert@gmail.com,Female,mathematics,University of Sydney
21731284,Kimberley,Colleen,kimberley.colleen@gmail.com,Male,physics,University of Sydney
13277694,Marcelline,Connelly,marcelline.connelly@gmail.com,Male,physics,Charles Sturt University
19073420,Amara,Chaing,amara.chaing@gmail.com,Female,politics,University of Sydney
36155066,Halette,Lilas,halette.lilas@gmail.com,Female,biochemistry,University of Technology Sydney
47053853,Modestia,Darbie,modestia.darbie@gmail.com,Male,international studies,Western Sydney University
55811482,Jere,Connelly,jere.connelly@gmail.com,Female,music,	University of New England
72821872,Wilma,Markman,wilma.markman@gmail.com,Male,gender studies,Charles Sturt University
75574915,Phedra,Vilma,phedra.vilma@gmail.com,Female,history,Macquarie University
16715571,Elfreda,Horan,elfreda.horan@gmail.com,Male,german studies,University of Technology Sydney
26541996,Vevay,Carri,vevay.carri@gmail.com,Female,french studies,Western Sydney University
36402182,Allis,Devlen,allis.devlen@gmail.com,Female,software development,Australian National University
20039966,Jeanna,Jotham,jeanna.jotham@gmail.com,Male,international studies,Charles Sturt University
37352728,Marleah,Munn,marleah.munn@gmail.com,Male,music,University of Wollongong
7457484,Felice,Primalia,felice.primalia@gmail.com,Female,business information systems,La Trobe University
40583589,Flo,Persse,flo.persse@gmail.com,Female,mathematics,University of Technology Sydney
57776241,Elise,Gahl,elise.gahl@gmail.com,Male,computer science,Australian National University
60750334,Sonni,Krystle,sonni.krystle@gmail.com,Female,philosophy,	University of New England
8247997,Carolina,Brady,carolina.brady@gmail.com,Female,international studies,University of Technology Sydney
16888820,Elie,Allina,elie.allina@gmail.com,Male,ecometrics,University of Newcastle
11195369,Jordan,Jobi,jordan.jobi@gmail.com,Male,gender studies,University of Technology Sydney
60500931,Andree,Infield,andree.infield@gmail.com,Male,astrophsics,University of Technology Sydney
61841078,Benita,Gregrory,benita.gregrory@gmail.com,Female,business law,	University of New England
51951585,Cecile,Rocray,cecile.rocray@gmail.com,Female,business law,Western Sydney University
25374823,Corene,Marlie,corene.marlie@gmail.com,Male,chemistry,La Trobe University
31838580,Wilma,Wittie,wilma.wittie@gmail.com,Female,film and screen studies,Australian National University
5642342,Farrah,Autrey,farrah.autrey@gmail.com,Female,bioethics,University of Newcastle
43352850,Clementine,Letsou,clementine.letsou@gmail.com,Male,business analytics and statistics,University of Newcastle
12594835,Lusa,Noelyn,lusa.noelyn@gmail.com,Male,german studies,	University of New England
91465085,Tersina,Alexandr,tersina.alexandr@gmail.com,Female,computer science,Western Sydney University
24940226,Winifred,Valerio,winifred.valerio@gmail.com,Female,web development,University of Sydney
20042559,Annice,Romelda,annice.romelda@gmail.com,Female,marketing,University of Newcastle
70610335,Susan,McNully,susan.mcnully@gmail.com,Female,philosophy,Charles Sturt University
16715085,Bee,Raseda,bee.raseda@gmail.com,Male,philosophy,Macquarie University
72132866,Tina,Anderea,tina.anderea@gmail.com,Female,business analytics and statistics,	University of New England
23598206,Mallory,Olympium,mallory.olympium@gmail.com,Female,biochemistry,University of Sydney
41514988,Giustina,Diann,giustina.diann@gmail.com,Male,data science,University of Sydney
66861284,Lauryn,Marlie,lauryn.marlie@gmail.com,Male,data science,Australian National University
52799125,Dacia,Deny,dacia.deny@gmail.com,Female,biochemistry,La Trobe University
199138,Christal,Ax,christal.ax@gmail.com,Female,data science,La Trobe University
8601079,Merry,Colp,merry.colp@gmail.com,Male,ecometrics,University of Technology Sydney
38198925,Corry,Gilbertson,corry.gilbertson@gmail.com,Female,astrophsics,University of Technology Sydney
85191987,Doro,Yusuk,doro.yusuk@gmail.com,Male,behavioural studies,Charles Sturt University
19479445,Candy,Urania,candy.urania@gmail.com,Female,economics,University of Technology Sydney
68636640,Tarra,Belanger,tarra.belanger@gmail.com,Female,business information systems,Australian National University
22844944,Kore,Even,kore.even@gmail.com,Female,finance and economics,Charles Sturt University
75541883,Valera,Azeria,valera.azeria@gmail.com,Male,game design,University of Sydney
48595137,Clementine,Annice,clementine.annice@gmail.com,Male,philosophy,La Trobe University
36493226,Betta,Winthorpe,betta.winthorpe@gmail.com,Male,german studies,	University of New England
14697183,Minda,Martsen,minda.martsen@gmail.com,Male,behavioural studies,Australian National University
33970213,Trudie,Edison,trudie.edison@gmail.com,Male,chemistry,University of Sydney
21364380,Corene,Boycey,corene.boycey@gmail.com,Male,astrophsics,University of Sydney
10248811,Cam,Arathorn,cam.arathorn@gmail.com,Female,data science,Macquarie University
3232213,Shauna,Harned,shauna.harned@gmail.com,Female,web development,	University of New England
17375473,Jany,Waite,jany.waite@gmail.com,Female,business analytics and statistics,La Trobe University
93208094,Deloria,Kellby,deloria.kellby@gmail.com,Female,politics,Macquarie University
79082577,Wendi,Buffum,wendi.buffum@gmail.com,Female,ecometrics,	University of New England
46862955,Joane,Tjon,joane.tjon@gmail.com,Male,philosophy,University of Sydney
25712403,Trixi,Lilas,trixi.lilas@gmail.com,Female,mathematics,Charles Sturt University
55163741,Abbie,Gladstone,abbie.gladstone@gmail.com,Male,international studies,La Trobe University
72070714,Tiffie,Pattin,tiffie.pattin@gmail.com,Male,business analytics and statistics,	University of New England
86670147,Averyl,Warthman,averyl.warthman@gmail.com,Male,philosophy,Western Sydney University
37037129,Gaylene,Cristi,gaylene.cristi@gmail.com,Male,accounting,University of Newcastle
7888590,Jobi,Daveta,jobi.daveta@gmail.com,Male,french studies,Western Sydney University
41625452,Gabi,Caitlin,gabi.caitlin@gmail.com,Male,genetics and genomics,Australian National University
53249552,Cam,Lauraine,cam.lauraine@gmail.com,Male,business law,La Trobe University
2230242,Aryn,Vins,aryn.vins@gmail.com,Male,music,La Trobe University
30419044,Ketti,Schwejda,ketti.schwejda@gmail.com,Female,marketing,University of Technology Sydney
93063894,Britni,Leary,britni.leary@gmail.com,Female,business law,University of Technology Sydney
56161617,Chrystel,Malanie,chrystel.malanie@gmail.com,Male,film and screen studies,Western Sydney University
65032122,Gloria,Thomasina,gloria.thomasina@gmail.com,Female,music,Australian National University
74393060,Kathy,Johnsson,kathy.johnsson@gmail.com,Female,mathematics,La Trobe University
20220389,Gwyneth,Oriana,gwyneth.oriana@gmail.com,Female,finance and economics,University of Newcastle
50592126,Alex,Danby,alex.danby@gmail.com,Female,astrophsics,University of Sydney
17848616,Rubie,Lane,rubie.lane@gmail.com,Female,french studies,University of Technology Sydney
36964333,Cassandra,Jefferey,cassandra.jefferey@gmail.com,Male,marketing,	University of New England
44258003,Valera,Birdella,valera.birdella@gmail.com,Female,web development,La Trobe University
9815085,Dede,Thunell,dede.thunell@gmail.com,Female,web development,	University of New England
18705638,Georgetta,Madaih,georgetta.madaih@gmail.com,Male,music,University of Newcastle
32159670,Rebeca,Donoghue,rebeca.donoghue@gmail.com,Male,film and screen studies,Australian National University
83332341,Hyacinthe,Konyn,hyacinthe.konyn@gmail.com,Female,politics,Australian National University
35006875,Jessy,Bivins,jessy.bivins@gmail.com,Male,accounting,	University of New England
57610131,Gusty,Kannry,gusty.kannry@gmail.com,Female,history,Charles Sturt University
18031394,Kaia,Eno,kaia.eno@gmail.com,Male,music,Australian National University
6964333,Cathie,Andrel,cathie.andrel@gmail.com,Female,mathematics,Charles Sturt University
12561881,Chastity,Carolin,chastity.carolin@gmail.com,Female,mathematics,University of Technology Sydney
54900561,Magdalena,Zola,magdalena.zola@gmail.com,Male,computer science,Macquarie University
35869644,Lizzie,Delila,lizzie.delila@gmail.com,Male,behavioural studies,Charles Sturt University
83548460,Concettina,Vharat,concettina.vharat@gmail.com,Male,history,University of Sydney
16486011,Dari,Leonard,dari.leonard@gmail.com,Male,computer science,Macquarie University
89121550,Jenda,Grosz,jenda.grosz@gmail.com,Male,finance,University of Technology Sydney
99628116,Gerrie,Yuille,gerrie.yuille@gmail.com,Male,history,	University of New England
6388157,Stephanie,Hedve,stephanie.hedve@gmail.com,Female,mathematics,Australian National University
64411572,Daphne,Sabella,daphne.sabella@gmail.com,Male,film and screen studies,	University of New England
59261945,Averyl,Screens,averyl.screens@gmail.com,Male,data science,	University of New England
99985386,Randa,Angelis,randa.angelis@gmail.com,Male,mathematics,La Trobe University
67694563,Tabbatha,Westphal,tabbatha.westphal@gmail.com,Male,behavioural studies,Australian National University
